type	latitude	longitude	altitude (m)	name	desc
T	17.991290380	75.070864468	488.1		
T	17.979582496	74.995306417	493.6		
T	17.958208958	74.952370513	502.7		
T	17.947516510	74.930902402	489.0		
T	17.936171769	74.876964419	492.1		
T	17.914083756	74.801515521	529.1		
T	17.870477384	74.683076583	608.6		
T	17.848753233	74.629267152	714.0		
T	17.804984933	74.510772654	818.5		
T	17.772574862	74.446142926	807.7		
T	17.739060388	74.338011192	841.9		
T	17.716350348	74.251479265	768.5		
T	17.694671336	74.208390912	723.2		
T	17.693067148	74.143224790	649.6		
T	17.691727632	74.088932988	677.6		
T	17.677861385	73.947914825	847.7		
T	17.654139448	73.828765206	1122.6		
T	17.642046240	73.773857076	770.6		
T	17.609640775	73.730355253	705.4		
T	17.587528845	73.686626162	378.1		
T	17.543665169	73.610288995	173.7		
T	17.510823104	73.555792434	143.8		
T	17.479480068	73.545503880	150.5		
T	17.426317800	73.502560645	103.6		
T	17.405276337	73.492017496	101.5		
T	17.404883322	73.480957882	115.1		
T	17.405668563	73.503076070	95.5		
T	17.396429480	73.536319341	103.9		
T	17.377538969	73.591685986	195.0		
T	17.378270910	73.613685360	221.9		
T	17.329150307	73.691723352	835.9		
T	17.322170056	73.790926925	1004.1		
T	17.272192828	73.846597003	937.6		
T	17.283996356	73.900699568	705.1		
T	17.295782123	73.954793170	741.9		
T	17.338840648	74.019191500	575.6		
T	17.392460455	74.094252126	594.9		
T	17.436539350	74.202080046	737.8		
T	17.459180012	74.277831580	793.4		
T	17.502133908	74.342349110	749.5		
T	17.512450294	74.342178323	761.6		
T	17.534998914	74.417885253	754.8		
T	17.557505359	74.493564451	710.3		
T	17.579169079	74.536638803	737.0		
T	17.590915672	74.601398483	733.7		
T	17.601923743	74.633682067	716.6		
T	17.624153005	74.709064332	648.0		
T	17.635600560	74.762978568	617.1		
T	17.647488283	74.838518946	615.2		
T	17.659119478	74.903229608	624.2		
T	17.692129719	75.010799911	522.9		
T	17.704082397	75.097052646	505.2		
T	17.715182213	75.140092166	490.2		
T	17.747620963	75.226006318	456.6		
T	17.779588922	75.290286550	467.2		
T	17.822522497	75.397565710	487.0		
T	17.865201983	75.494059584	511.4		
T	17.876166202	75.537058574	481.6		
T	17.867246238	75.623444807	478.0		
T	17.878001016	75.655640284	457.5		
T	17.931060234	75.773515107	483.0		
T	17.962288017	75.805438872	485.1		
T	17.993655922	75.848146133	511.6		
T	18.004503336	75.891121990	513.5		
T	18.015339936	75.934097116	503.4		
T	18.078875549	76.094940337	679.3		
T	18.079136109	76.116485937	666.2		
T	18.100397580	76.180878709	646.5		
T	18.143045599	76.331215453	619.7		
T	18.164696309	76.449469360	625.5		
T	18.185589651	76.492344312	635.8		
T	18.207047127	76.599861585	625.5		
T	18.227813417	76.631984161	609.0		
T	18.248740738	76.685661915	598.7		
T	18.259154922	76.707118450	589.9		
T	18.290779769	76.825401964	594.5		
T	18.322323632	76.943729920	608.6		
T	18.343327522	77.029851511	641.0		
T	18.384641270	77.094297913	626.0		
T	18.405347105	77.137324205	647.9		
T	18.426157822	77.201956924	504.9		
T	18.436812089	77.288270050	461.4		
T	18.395810078	77.277714428	486.3		
T	18.323940305	77.234975924	612.5		
T	18.293069544	77.202800189	575.1		
T	18.272314779	77.149004920	579.2		
T	18.241294279	77.095312235	586.3		
T	18.230497685	76.998357356	620.0		
T	18.158219044	76.912738995	577.0		
T	18.147824707	76.891279138	592.0		
T	18.116468199	76.805373723	617.1		
T	18.116389659	76.794602940	608.8		
T	18.095577909	76.751707237	588.7		
T	18.074672691	76.698053224	586.7		
T	18.053472640	76.612116760	607.7		
T	18.021757730	76.504774000	588.2		
T	17.990401434	76.440510082	616.4		
T	17.958805022	76.354740966	656.0		
T	17.937645533	76.290403214	614.5		
T	17.916265723	76.215285700	586.0		
T	17.884717981	76.151051756	544.5		
T	17.873932995	76.108115827	532.3		
T	17.841790316	76.000837257	502.6		
T	17.820842788	75.968790157	505.7		
T	17.799743867	75.925980070	480.0		
T	17.788736785	75.872272807	497.9		
T	17.777251590	75.786259207	468.3		
T	17.766354448	75.743311648	481.4		
T	17.744852105	75.678954642	464.7		
T	17.744196536	75.635867655	490.9		
T	17.712546532	75.582418893	470.2		
T	17.680857545	75.528960284	465.3		
T	17.648966055	75.464728882	444.3		
T	17.627505256	75.411132611	478.4		
T	17.605838448	75.346757947	486.0		
T	17.573285938	75.250189526	497.3		
T	17.530327656	75.153714545	509.2		
T	17.486858618	75.035632341	581.0		
T	17.476138635	75.014205279	558.4		
T	17.454467947	74.960555408	558.1		
T	17.411742315	74.885641084	592.4		
T	17.368933707	74.810687511	672.2		
T	17.347629100	74.778612263	706.5		
T	17.314684456	74.692532430	851.5		
T	17.303339352	74.649390577	816.7		
T	17.259437903	74.541748221	687.7		
T	17.248294885	74.509390152	665.8		
T	17.216186720	74.466484127	637.6		
T	17.193509737	74.390828225	635.2		
T	17.149796907	74.304588177	564.8		
T	17.117283577	74.250776531	560.6		
T	17.105764258	74.207521277	569.2		
T	17.093688587	74.142605845	614.3		
T	17.059178452	74.012994660	613.7		
T	17.058887553	74.002149608	584.5		
T	17.045976627	73.915257536	653.5		
T	17.011107478	73.795708015	221.0		
T	17.006559860	73.664085077	187.2		
T	16.973038308	73.598637977	192.8		
T	16.940250418	73.555129979	27.1		
T	16.896614479	73.500757249	191.4		
T	16.884189881	73.445901055	232.9		
T	16.840550538	73.391624373	154.0		
T	16.798501964	73.381326084	117.7		
T	16.725954894	73.393477587	112.9		
T	16.696331209	73.437963065	169.4		
T	16.686693828	73.460048665	190.7		
T	16.677927175	73.504192071	207.5		
T	16.681541481	73.602952501	60.7		
T	16.695491865	73.701424089	90.7		
T	16.706301001	73.712232510	75.8		
T	16.729790000	73.788526378	154.2		
T	16.763598351	73.864580715	838.3		
T	16.807955880	73.951176763	621.2		
T	16.841075877	74.015977849	599.1		
T	16.862812803	74.048296594	584.6		
T	16.896516261	74.134824415	554.7		
T	16.907797059	74.167228072	557.8		
T	16.940963908	74.242674432	580.9		
T	16.941261352	74.253522832	571.5		
T	16.953972625	74.340127585	637.1		
T	16.975842535	74.383177728	568.2		
T	17.009226136	74.469462987	549.3		
T	17.031927332	74.545037464	580.9		
T	17.043366862	74.588192006	587.1		
T	17.075752059	74.641869583	629.5		
T	17.098552968	74.728133853	670.3		
T	17.110193066	74.782067825	708.6		
T	17.122573628	74.868411600	780.0		
T	17.133865251	74.911455487	720.5		
T	17.145568566	74.976034236	666.3		
T	17.167721279	75.051180027	615.5		
T	17.168782001	75.105052424	594.9		
T	17.200780481	75.158496392	564.4		
T	17.191697435	75.223265038	633.3		
T	17.193660157	75.330918518	580.2		
T	17.194427488	75.373969974	558.2		
T	17.236426515	75.416479520	549.3		
T	17.278924325	75.491259744	492.2		
T	17.300427360	75.544793206	484.4		
T	17.321377967	75.566045530	481.6		
T	17.394967686	75.661937144	434.8		
T	17.447400849	75.725832603	448.0		
T	17.499637635	75.778982511	475.0		
T	17.520836417	75.821762060	451.9		
T	17.552760282	75.896693005	437.7		
T	17.574061909	75.950230778	445.1		
T	17.605592609	76.003633586	477.0		
T	17.626961027	76.067918633	503.6		
T	17.637503136	76.089309025	513.6		
T	17.679512635	76.164123871	469.4		
T	17.680148234	76.217894520	483.1		
T	17.691283628	76.293056047	520.7		
T	17.681698245	76.357673608	523.9		
T	17.609789200	76.358430135	512.9		
T	17.568456579	76.337369706	527.1		
T	17.537263997	76.305455268	474.4		
T	17.495406942	76.241416974	442.2		
T	17.473822416	76.155667511	485.2		
T	17.473691621	76.144920089	474.2		
T	17.451641297	76.026927502	473.0		
T	17.440658012	75.973305146	460.7		
T	17.419053765	75.898293772	437.5		
T	17.397703445	75.844776744	430.3		
T	17.365723265	75.769880230	427.8		
T	17.333540603	75.684232985	459.8		
T	17.301988161	75.641607621	474.2		
T	17.259772977	75.577609286	483.0		
T	17.228335557	75.545737979	497.9		
T	17.196673629	75.503095877	517.3		
T	17.175306790	75.460321712	546.9		
T	17.132722263	75.385533657	613.6		
T	17.122212915	75.374907189	643.9		
T	17.111122099	75.331999306	663.6		
T	17.079181103	75.278599732	701.0		
T	17.047006796	75.214432296	677.9		
T	17.025522604	75.171642424	691.4		
T	16.982693190	75.096807653	646.8		
T	16.950069030	75.021760182	598.7		
T	16.917401289	74.946699960	598.8		
T	16.895518244	74.893058201	646.6		
T	16.872474540	74.796117270	645.7		
T	16.850685749	74.753158905	596.7		
T	16.817148742	74.656267125	550.1		
T	16.784379383	74.591789307	544.3		
T	16.762229290	74.537974920	571.9		
T	16.739724976	74.473283625	585.6		
T	16.704996709	74.343685568	542.6		
T	16.660083983	74.225009177	588.9		
T	16.626040579	74.127770496	549.3		
T	16.601446338	74.008358230	837.6		
T	16.578814977	73.954138437	583.5		
T	16.556154318	73.899897075	815.3		
T	16.523027130	73.845764299	705.3		
T	16.499474561	73.769551391	113.6		
T	16.476239268	73.704197263	101.1		
T	16.453361763	73.649751541	128.1		
T	16.429254391	73.562432530	163.4		
T	16.386188192	73.530106385	70.6		
T	16.354783585	73.530506564	112.9		
T	16.313306764	73.541992939	53.8		
T	16.261759823	73.564567218	144.5		
T	16.231601170	73.597852980	140.2		
T	16.223624166	73.663691264	94.1		
T	16.225274757	73.707467964	56.6		
T	16.226915525	73.751226135	94.0		
T	16.249466373	73.794692092	69.8		
T	16.272350833	73.849023171	243.2		
T	16.304837619	73.881322575	283.5		
T	16.349224389	73.957067231	1000.7		
T	16.372301950	74.022150368	603.7		
T	16.384610926	74.076511460	595.8		
T	16.396908272	74.130856862	625.7		
T	16.399052023	74.196128344	558.5		
T	16.368124572	74.207402694	589.4		
T	16.315734758	74.197307182	687.0		
T	16.294248658	74.175918627	680.6		
T	16.249122170	74.078468912	690.2		
T	16.226716358	74.035166894	838.6		
T	16.191881617	73.937454429	476.4		
T	16.167784429	73.850405696	179.2		
T	16.133862137	73.785177161	68.3		
T	16.112036635	73.763527889	52.9		
T	16.048121823	73.742261676	78.0		
T	16.027486905	73.753379486	42.0		
T	15.964698429	73.764846689	36.1		
T	15.913616708	73.808954985	180.7		
T	15.894196022	73.852822816	90.7		
T	15.875238992	73.907636623	126.0		
T	15.856696171	73.973337761	487.6		
T	15.848675921	74.038903977	529.7		
T	15.850341479	74.082528879	915.8		
T	15.863750531	74.158724770	731.5		
T	15.905825579	74.158336161	701.0		
T	15.926454960	74.147249747	856.6		
T	15.966497337	74.092383615	725.6		
T	16.017846516	74.059198235	691.4		
T	16.069180304	74.026002644	751.4		
T	16.162096130	73.981500840	616.1		
T	16.253707310	73.914703894	921.5		
T	16.324615297	73.848344357	713.0		
T	16.375314788	73.803984616	132.5		
T	16.416308775	73.781567560	135.1		
T	16.467356758	73.748078341	131.5		
T	16.486687904	73.704064836	93.4		
T	16.548977091	73.692330415	27.8		
T	16.621296064	73.669520803	40.6		
T	16.671947403	73.625078881	52.5		
T	16.733270100	73.591249622	117.7		
T	16.764121046	73.579814148	85.1		
T	16.804966100	73.557204748	144.8		
T	16.897410612	73.522743416	177.3		
T	16.938619237	73.511083082	37.8		
T	17.020933311	73.487617215	205.5		
T	17.062489946	73.486909744	214.8		
T	17.114020138	73.474996285	220.2		
T	17.165939944	73.474112097	5.7		
T	17.279351126	73.450146820	219.7		
T	17.330851741	73.438250393	176.6		
T	17.372314823	73.437485268	144.0		
T	17.433503039	73.413776593	179.1		
T	17.443834188	73.413514178	164.4		
T	17.504792147	73.379038167	157.4		
T	17.565847241	73.344743508	8.2		
T	17.606176882	73.310813769	91.6		
T	17.667203268	73.276408630	157.6		
T	17.729285421	73.275052269	211.6		
T	17.769957946	73.252073950	202.7		
T	17.790292571	73.240574553	158.8		
T	17.851645805	73.217098225	160.4		
T	17.913343685	73.204649556	189.1		
T	17.975347121	73.203132263	253.2		
T	18.036989595	73.190526596	413.8		
T	18.108620353	73.166596351	284.2		
T	18.170258146	73.153968543	182.6		
T	18.211237093	73.141857742	140.0		
T	18.242220785	73.141069869	70.3		
T	18.303506549	73.117285513	288.3		
T	18.437357558	73.102372785	22.5		
T	18.488315701	73.078714043	33.7		
T	18.559923476	73.054444080	78.4		
T	18.590889435	73.053550500	145.8		
T	18.703789106	73.027916677	0.0		
T	18.816701457	73.002156456	-0.2		
T	18.888345760	72.977703063	-2.7		
T	18.970932330	72.975084394	0.0		
T	19.063539912	72.960997982	0.8		
T	19.083896969	72.949031633	2.1		
T	19.135526403	72.947305403	0.7		
T	19.176540348	72.934772076	78.2		
T	19.269490673	72.931603669	142.0		
T	19.331181646	72.918272032	40.2		
T	19.413570253	72.904047187	158.4		
T	19.506043412	72.878289593	13.8		
T	19.588750491	72.875217774	4.3		
T	19.619228066	72.851668575	63.1		
T	19.701970051	72.848605721	6.4		
T	19.722657157	72.847842497	10.9		
T	19.805435346	72.844696126	15.3		
T	19.857192565	72.842679764	22.9		
T	19.919311774	72.840257597	68.4		
T	19.971335801	72.849490006	156.5		
T	20.034204494	72.880835787	59.9		
T	20.097165144	72.911856633	54.6		
T	20.077128414	72.946527293	85.9		
T	20.005314806	72.983238634	190.5		
T	19.913176382	73.031614382	73.8		
T	19.820394498	73.046120117	77.4		
T	19.748558885	73.071061646	36.8		
T	19.727893062	73.071790794	45.8		
T	19.655569497	73.074350726	39.3		
T	19.635166185	73.086257181	22.9		
T	19.563115829	73.100008288	53.0		
T	19.480758356	73.114108363	50.7		
T	19.388102228	73.128560777	32.5		
T	19.377778909	73.128925995	55.3		
T	19.316128808	73.142165088	41.7		
T	19.233592591	73.144801317	11.6		
T	19.171693153	73.146776789	29.4		
T	19.130428474	73.148092840	36.3		
T	19.068533466	73.150065596	13.2		
T	18.975697562	73.153035516	12.1		
T	18.934439601	73.154287272	15.8		
T	18.862238208	73.156476467	11.5		
T	18.790640278	73.180875959	131.8		
T	18.749690147	73.193221025	107.6		
T	18.708439366	73.194461059	64.0		
T	18.647198730	73.218756611	303.1		
T	18.585645048	73.231690301	45.0		
T	18.524089942	73.244540717	20.2		
T	18.493473359	73.256518010	117.1		
T	18.452548228	73.268776718	39.8		
T	18.411308763	73.269955750	128.3		
T	18.350124898	73.294055430	41.2		
T	18.288958808	73.318130178	59.1		
T	18.237337728	73.319166253	23.4		
T	18.186364419	73.342339377	174.5		
T	18.073379029	73.366629862	30.0		
T	18.001736465	73.390237793	31.9		
T	17.909155003	73.403466155	157.2		
T	17.816832403	73.427503897	111.6		
T	17.755496577	73.450839559	140.2		
T	17.663510927	73.485878844	137.9		
T	17.592274101	73.520620079	33.9		
T	17.510823104	73.555792434	143.8		
T	17.500503173	73.556047545	41.3		
T	17.418255741	73.568990820	158.0		
T	17.356444437	73.581030181	113.7		
T	17.305412144	73.603996128	36.6		
T	17.243666270	73.616180997	265.4		
T	17.182247947	73.639283769	202.9		
T	17.099658819	73.651677309	264.9		
T	17.069319083	73.674197913	260.6		
T	16.996925582	73.686178916	101.4		
T	16.924498466	73.698155715	425.3		
T	16.872472728	73.698881347	196.9		
T	16.811635144	73.743687917	296.5		
T	16.791201439	73.754934005	372.9		
T	16.719740293	73.799590758	244.8		
T	16.678413394	73.811046973	225.0		
T	16.607235287	73.866534279	722.8		
T	16.555430655	73.878090073	598.9		
T	16.504344841	73.911457094	698.2		
T	16.483839330	73.922626643	683.0		
T	16.411874338	73.956261165	584.0		
T	16.339515546	73.978988178	693.1		
T	16.247187783	74.023959940	698.9		
T	16.154765566	74.068837715	678.6		
T	16.103073316	74.091121514	704.0		
T	16.041255707	74.124393741	860.9		
T	16.010138829	74.135579497	759.6		
T	15.949335281	74.201389871	717.5		
T	15.971327576	74.233684843	737.0		
T	16.002845511	74.233394458	731.1		
T	16.045172512	74.243835557	963.2		
T	16.129447551	74.253888823	746.4		
T	16.171396488	74.253501606	668.7		
T	16.223206889	74.241946166	690.8		
T	16.264890814	74.241360516	645.2		
T	16.316669929	74.229798867	687.5		
T	16.358020657	74.218381410	715.4		
T	16.461818678	74.206078241	602.7		
T	16.492730338	74.194801739	591.5		
T	16.575335265	74.171941488	631.0		
T	16.667956176	74.138042044	546.7		
T	16.709214153	74.126590711	587.4		
T	16.770603051	74.093109838	562.7		
T	16.842360941	74.059465389	770.8		
T	16.913809392	74.014974509	561.4		
T	16.965440996	74.003409476	572.6		
T	17.067699534	73.947628771	570.7		
T	17.201530880	73.912986397	655.0		
T	17.314142303	73.867576772	664.8		
T	17.334819874	73.867208780	633.1		
T	17.416929419	73.844011406	1052.1		
T	17.478303760	73.821089034	794.8		
T	17.518554539	73.787341139	642.0		
T	17.579401820	73.753043277	659.0		
T	17.631008038	73.752004253	642.0		
T	17.672285666	73.751172823	658.9		
T	17.743447703	73.716600587	940.1		
T	17.824933164	73.681778686	908.5		
T	17.907455285	73.680083761	1313.8		
T	17.928081795	73.679659908	1369.0		
T	18.050879787	73.654109744	993.0		
T	18.071460505	73.653533627	682.1		
T	18.143307024	73.640957285	680.2		
T	18.174261845	73.640420133	629.1		
T	18.225840032	73.639525249	667.0		
T	18.266797711	73.627845664	945.7		
T	18.338574163	73.615123718	914.0		
T	18.379450664	73.603076374	652.0		
T	18.440902743	73.590416053	790.9		
T	18.492351128	73.588985360	633.3		
T	18.563809200	73.564983381	620.0		
T	18.634994601	73.529954932	823.6		
T	18.706760383	73.516926131	608.1		
T	18.788530889	73.492209817	855.6		
T	18.870331483	73.467443751	885.6		
T	18.921264991	73.443594639	621.3		
T	19.003115977	73.418897670	104.9		
T	19.044325742	73.417559769	125.4		
T	19.095573668	73.404787697	56.2		
T	19.126220054	73.392677863	135.0		
T	19.198102108	73.379210485	72.0		
T	19.279754234	73.343442969	77.4		
T	19.341590421	73.341642288	27.2		
T	19.433318071	73.294413770	74.3		
T	19.514810603	73.247142991	220.1		
T	19.555591774	73.223366014	64.7		
T	19.648498320	73.220141079	71.2		
T	19.720302144	73.195199670	86.2		
T	19.751534395	73.205271297	71.4		
T	19.865615551	73.223707029	350.6		
T	19.875943059	73.223353802	292.4		
T	19.948930778	73.254441069	367.3		
T	19.979912886	73.253387609	387.0		
T	20.062820820	73.261601617	92.6		
T	20.105552693	73.327063691	427.0		
T	20.117185781	73.393765812	363.6		
T	20.117398170	73.404943248	371.7		
T	20.046234327	73.474833883	670.9		
T	19.974606454	73.510794361	683.6		
T	19.923228119	73.523682681	785.8		
T	19.861765059	73.548043402	780.9		
T	19.769612134	73.584530343	624.4		
T	19.697674645	73.598041109	580.1		
T	19.605482712	73.622888233	852.1		
T	19.482209637	73.637416029	181.2		
T	19.461620605	73.638011196	177.3		
T	19.358919138	73.652091715	144.4		
T	19.276561743	73.654585851	178.4		
T	19.184166707	73.668532024	963.2		
T	19.143001169	73.669794257	959.6		
T	19.091549363	73.671369984	930.3		
T	19.050647416	73.683706492	956.7		
T	19.009753514	73.696034405	672.9		
T	18.958583210	73.708650693	707.3		
T	18.835969642	73.745160674	674.8		
T	18.743683437	73.758415979	582.5		
T	18.641376045	73.782893933	579.4		
T	18.579949150	73.795472498	566.1		
T	18.467374033	73.820242602	578.5		
T	18.333961306	73.834539175	744.3		
T	18.262521895	73.858181401	760.3		
T	18.170264281	73.871471479	594.5		
T	18.098040263	73.862473649	726.0		
T	18.005807832	73.875790773	823.5		
T	17.964971353	73.887748185	716.3		
T	17.872330748	73.889784043	821.4		
T	17.811049721	73.912729508	743.4		
T	17.759788153	73.924595063	866.5		
T	17.688172968	73.947717806	1103.0		
T	17.637166651	73.970430236	665.9		
T	17.555466940	74.004545960	711.2		
T	17.473700004	74.038560072	623.0		
T	17.413395076	74.104745705	582.9		
T	17.321799901	74.160571958	574.2		
T	17.281024533	74.182968765	576.6		
T	17.229944346	74.205583537	567.4		
T	17.168732600	74.239114710	574.4		
T	17.096583972	74.251099734	560.6		
T	17.024996201	74.284779421	575.3		
T	16.963158304	74.296589846	622.0		
T	16.911662057	74.308235590	560.9		
T	16.870508393	74.319710928	555.4		
T	16.808535840	74.331413637	592.4		
T	16.756923660	74.342969592	578.1		
T	16.695514743	74.376344107	543.1		
T	16.698205006	74.473855355	548.5		
T	16.741191562	74.527435416	568.8		
T	16.792775555	74.515896331	575.7		
T	16.886096565	74.514607491	552.1		
T	16.958315713	74.502729881	552.4		
T	17.019869648	74.480157173	552.1		
T	17.071629627	74.479413912	565.3		
T	17.153842292	74.456530887	602.5		
T	17.204711251	74.423234596	615.6		
T	17.297399195	74.410904901	650.6		
T	17.358497304	74.377319614	682.8		
T	17.430464159	74.365269656	722.4		
T	17.502687616	74.364078816	770.0		
T	17.553434278	74.330626791	826.8		
T	17.635301029	74.307365840	813.3		
T	17.696539998	74.284440413	858.1		
T	17.727183431	74.273021986	845.9		
T	17.778689599	74.272095162	856.8		
T	17.839958829	74.249244826	857.2		
T	17.911773848	74.237067618	685.4		
T	17.952669906	74.225393046	642.8		
T	17.993542108	74.213662195	612.1		
T	18.044432924	74.190821177	589.7		
T	18.146454611	74.155942646	591.9		
T	18.238448734	74.132140868	745.2		
T	18.319874437	74.097522457	720.1		
T	18.401024507	74.051834506	820.6		
T	18.431589493	74.040156350	684.7		
T	18.482967648	74.038917866	550.4		
T	18.554897011	74.037198665	549.7		
T	18.667166063	74.001681052	550.6		
T	18.728822789	74.000259306	570.8		
T	18.820798789	73.976201206	727.1		
T	18.851622276	73.975464642	796.8		
T	18.943840874	73.962230459	722.0		
T	18.994719636	73.939020290	684.4		
T	19.045851333	73.926669096	646.0		
T	19.107268920	73.913975516	747.8		
T	19.158179450	73.890522230	715.7		
T	19.188778514	73.878638897	776.6		
T	19.260750720	73.876553599	816.9		
T	19.311688918	73.853055822	678.0		
T	19.434608246	73.827605656	782.7		
T	19.516442020	73.803135859	733.1		
T	19.588225056	73.790026482	893.5		
T	19.629369965	73.788876296	1095.0		
T	19.721547821	73.764015965	620.6		
T	19.824412373	73.749434720	592.8		
T	19.855140242	73.737270171	627.6		
T	19.988661837	73.699259423	642.5		
T	20.029538831	73.675589797	607.0		
T	20.101595068	73.661996597	653.8		
T	20.162919852	73.626524983	724.9		
T	20.204070725	73.613875788	550.0		
T	20.276142689	73.588753416	511.4		
T	20.327542306	73.564395385	520.6		
T	20.399694874	73.539196986	365.9		
T	20.472262576	73.536356619	379.5		
T	20.503373202	73.535137993	325.7		
T	20.596741113	73.531477786	416.1		
T	20.607818090	73.575915728	490.6		
T	20.608675493	73.631943605	465.2		
T	20.578239667	73.677919588	443.3		
T	20.465768936	73.782807137	760.0		
T	20.445226933	73.794735857	786.3		
T	20.362795748	73.820015396	702.4		
T	20.290503620	73.822399144	634.1		
T	20.207908544	73.825119872	636.1		
T	20.125340301	73.827836853	644.7		
T	20.053116938	73.830207138	624.5		
T	20.001733716	73.843016183	572.5		
T	19.929724475	73.856539274	541.0		
T	19.868276176	73.880737397	588.5		
T	19.765627119	73.906292121	779.6		
T	19.704067121	73.919257140	860.2		
T	19.622478539	73.954543100	853.6		
T	19.530416331	73.978989719	607.5		
T	19.489748087	74.002092256	737.9		
T	19.367270610	74.049571135	817.7		
T	19.326607457	74.072699798	874.8		
T	19.275676858	74.096086541	743.9		
T	19.173406746	74.120712323	675.6		
T	19.092389242	74.177598289	643.5		
T	19.031005945	74.190125278	607.6		
T	18.928794943	74.214526099	593.9		
T	18.826828532	74.249745951	594.2		
T	18.765700988	74.273041468	648.5		
T	18.694542174	74.307417093	598.0		
T	18.633414157	74.330587039	544.4		
T	18.510931211	74.366009475	531.7		
T	18.408746890	74.390045825	574.5		
T	18.327103886	74.413629899	623.3		
T	18.265745758	74.425832063	596.2		
T	18.173781810	74.449417134	602.3		
T	18.102107340	74.461690186	549.9		
T	17.999596365	74.474552922	549.7		
T	17.937933379	74.475748719	591.0		
T	17.876716182	74.498573882	754.6		
T	17.825298052	74.499525868	834.6		
T	17.732725753	74.501238525	770.2		
T	17.681286310	74.502189364	753.8		
T	17.609786260	74.525233011	755.9		
T	17.547996362	74.526296493	723.2		
T	17.466296568	74.560136772	727.7		
T	17.362896383	74.550940007	679.8		
T	17.332206717	74.562265305	720.4		
T	17.250175661	74.585233560	717.9		
T	17.178376085	74.607946905	668.5		
T	17.127203900	74.630322689	642.5		
T	17.055060155	74.642158990	600.8		
T	16.983156669	74.664808587	600.6		
T	16.931931785	74.687158065	626.2		
T	16.922114367	74.708929465	633.9		
T	16.861315316	74.763830933	613.8		
T	16.914152521	74.806362531	687.5		
T	16.976769361	74.827135418	659.1		
T	17.049694131	74.847771599	674.3		
T	17.111475033	74.836124884	822.4		
T	17.265901109	74.812338168	675.0		
T	17.348102132	74.800221704	684.1		
T	17.378760455	74.788907157	685.9		
T	17.460661333	74.765926856	701.4		
T	17.542778515	74.753744642	670.3		
T	17.624620170	74.730702842	639.8		
T	17.696378312	74.718622452	641.3		
T	17.768127142	74.706535415	732.8		
T	17.830276730	74.727120778	628.5		
T	17.933287376	74.736167925	541.0		
T	18.097165150	74.711493608	533.7		
T	18.240247120	74.676327646	569.4		
T	18.260557718	74.665096947	566.6		
T	18.341999822	74.630947220	541.5		
T	18.443933224	74.596263720	514.2		
T	18.545862354	74.561508450	517.7		
T	18.596938729	74.549558366	521.8		
T	18.647793622	74.526709173	543.7		
T	18.708686019	74.492720466	559.3		
T	18.779840306	74.458487578	598.1		
T	18.830918931	74.446492851	607.7		
T	18.902295915	74.423111793	635.5		
T	18.994413916	74.410110320	813.9		
T	19.116904234	74.374308431	875.5		
T	19.198590206	74.350356772	744.7		
T	19.311322390	74.336490717	626.0		
T	19.362248788	74.313238089	607.1		
T	19.413186241	74.289957113	678.0		
T	19.474616892	74.277364034	588.7		
T	19.525353832	74.243104183	569.2		
T	19.658115849	74.195623560	657.0		
T	19.791655279	74.180772232	591.2		
T	19.853213304	74.167946925	580.6		
T	19.924673334	74.132778089	558.7		
T	19.985877084	74.097823141	555.3		
T	20.047547503	74.084813644	539.1		
T	20.099084045	74.083246452	547.7		
T	20.150239750	74.059564865	570.1		
T	20.232157231	74.023838924	622.6		
T	20.355605647	73.997807970	768.7		
T	20.407246952	73.996141310	722.6		
T	20.469298497	73.994029690	614.4		
T	20.531372217	73.991915549	722.1		
T	20.614192698	73.989059615	707.0		
T	20.665981673	73.987264451	874.0		
T	20.718820342	74.052213115	821.7		
T	20.719993304	74.130043620	702.8		
T	20.720829702	74.185583554	675.9		
T	20.700680852	74.219482925	735.0		
T	20.608298298	74.266713723	563.0		
T	20.556958309	74.290455753	509.8		
T	20.484781830	74.303763148	514.0		
T	20.381849292	74.329026295	579.1		
T	20.289062383	74.331657560	654.8		
T	20.216915558	74.333701341	631.8		
T	20.093221008	74.337309713	566.7		
T	19.990421762	74.351243486	527.0		
T	19.857048419	74.376877731	517.4		
T	19.816092048	74.388996247	519.1		
T	19.652348897	74.437362022	547.0		
T	19.642075539	74.437620671	562.2		
T	19.539546298	74.451190774	527.2		
T	19.396369089	74.487694585	662.3		
T	19.141007261	74.559615516	701.8		
T	19.059353376	74.583425207	803.9		
T	18.875599015	74.630995856	695.6		
T	18.742703097	74.655446252	623.2		
T	18.701894078	74.667185443	602.9		
T	18.579469227	74.702339058	547.6		
T	18.467082698	74.726324903	500.5		
T	18.324103844	74.761626563	516.4		
T	18.191766156	74.818285188	531.8		
T	18.059390818	74.874822198	525.5		
T	17.957145714	74.898260159	502.7		
T	17.885883282	74.931927761	530.1		
T	17.834509910	74.932775817	538.3		
T	17.763220584	74.966399200	525.9		
T	17.702198276	74.999831452	519.8		
T	17.630862524	75.033378180	536.8		
T	17.589940970	75.044824292	544.9		
T	17.518363397	75.067534547	570.0		
T	17.456846347	75.079279891	546.7		
T	17.425977106	75.079755680	539.0		
T	17.313521466	75.124544611	559.2		
T	17.262219153	75.136073406	547.4		
T	17.221413443	75.158216354	547.5		
T	17.170859129	75.212771245	606.3		
T	17.150222625	75.213048275	623.2		
